% source: G. Karypis, "CLUTO A Clustering Toolkit," Dept. of Computer Science, University of Minnesota,
% Tech. Rep. 02-017, 2002, available at http://www.cs.umn.edu/~cluto
%
@RELATION cluto-t5-8k
%
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE CLASS {-1,0,1,2,3,4,5}
%s
@DATA
340.763,121.973,2
112.139,80.018997,0
623.05603,79.277,1
189.630005,80.799004,4
70.598999,22.525999,-1
757.075989,82.582001,5
716.789978,47.769001,5
374.5,108.632004,2
585.893005,74.487999,1
99.327003,125.017998,0
506.686005,132.815002,-1
316.385986,114.765999,2
105.468002,87.914001,0
294.684998,145.556,-1
638.007019,116.456001,1
602.757996,76.123001,-1
736.61499,82.389,5
600.856995,112.572998,1
280.170013,148.347,-1
636.705017,87.373001,1
367.194,48.153,2
389.317993,63.409,2
646.510986,103.810997,1
414.638,63.569,-1
67.612,42.780998,0
373.75,65.441002,2
73.835999,120.942001,0
76.848999,33.679001,0
456.085999,124.142998,3
718.585022,75.518997,5
325.915009,37.278999,2
196.199997,123.25,4
131.039001,95.668999,0
323.882996,66.717003,2
245.276993,74.607002,4
380.727997,97.744003,2
61.117001,71.336998,0
317.515991,66.817001,2
381.057007,74.556999,2
233.296005,35.564999,4
646.200012,102.698997,1
449.213989,115.244003,3
38.134998,100.431,-1
92.373001,116.985001,0
214.320999,40.272999,4
47.889,88.983002,0
123.072998,117.290001,0
597.455994,114.324997,1
478.187012,100.845001,-1
516.257019,110.060997,3
598.080994,106.263,1
318.187988,50.865002,2
762.234985,84.317001,5
503.239014,39.624001,3
612.283997,124.098,1
580.510986,74.653999,1
741.388977,43.433998,5
246.483994,47.466999,4
346.196014,77.098,-1
481.609009,48.400002,3
221.410995,78.369003,4
187.451004,39.035999,4
211.093002,115.195,4
187.238007,36.34,4
318.627014,80.188004,2
742.396973,120.265999,5
446.730988,53.408001,3
714.883972,65.612,5
613.294983,107.806,1
383.602997,22.679001,-1
644.031982,88.795998,1
504.381012,122.030998,3
463.654999,106.723,3
514.916992,88.985001,3
610.455994,110.271004,1
723.64801,74.719002,5
240.929001,114.410004,4
605.848022,114.207001,1
308.65799,66.902,2
273.580994,76.400002,-1
447.397003,71.400002,3
96.931,119.228996,0
80.500999,110.503998,0
390.044006,68.610001,2
720.513,141.414993,-1
627.424011,33.396999,1
535.291016,29.25,-1
137.223007,75.948997,-1
85.794998,119.757004,0
117.364998,52.518002,0
772.666992,46.669998,5
132.701004,38.698002,-1
655.120972,138.434006,-1
732.499023,40.48,5
363.544006,43.942001,2
638.815979,45.308998,1
376.412994,43.484001,2
747.866028,112.330002,5
195.792007,55.717999,4
725.786987,82.227997,5
752.151001,35.534,5
787.013,57.119999,-1
316.436005,64.470001,2
652.172974,53.952999,1
616.737976,40.973999,1
377.803986,90.482002,2
612.395996,43.147999,1
186.153,70.900002,4
536.961975,44.235001,-1
445.260986,132.884995,-1
657.872009,111.627998,1
75.611,39.490002,0
334.27301,108.885002,2
501.523987,107.253998,3
69.015999,122.038002,0
237.701004,44.909,4
760.187988,41.395,5
608.752991,94.313004,-1
752.627014,114.657997,5
449.787994,79.367996,3
328.247986,44.768002,2
59.729,55.172001,0
76.144997,95.288002,-1
636.822021,110.195,1
360.457001,120.338997,2
314.701996,90.444,2
210.401001,47.063999,4
81.295998,43.244999,0
188.871002,89.362999,4
375.054993,51.243999,2
730.392029,49.308998,5
114.836998,45.188,0
416.122009,111.617996,-1
200.320999,34.713001,4
381.583008,56.000999,2
223.955994,115.324997,4
718.802002,72.248001,5
461.272003,111.997002,3
452.912994,48.078999,3
56.102001,48.581001,0
759.960022,48.112,5
386.213013,98.874001,2
198.949005,40.132999,4
515.137024,49.987999,3
585.460022,105.708,1
125.402,47.716999,0
47.867001,71.237,0
701.067017,112.625,-1
315.812988,81.093002,2
784.960022,95.725998,-1
218.315002,39.382,4
764.117981,110.289001,5
407.088013,56.320999,-1
201.990005,37.337002,4
720.948975,87.450996,5
782.750977,45.714001,5
377.333008,95.078003,2
645.482971,84.998001,1
161.552002,77.306999,-1
200.675003,123.526001,4
735.551025,49.726002,5
581.411011,100.612,1
483.709015,84.264999,3
226.358002,113.830002,4
273.753998,150.929993,-1
45.897999,83.647003,0
337.411987,64.950996,-1
335.345001,114.278999,2
124.755997,124.577003,0
221.621994,80.503998,4
124.404999,79.027,0
590.122986,79.918999,1
624.674988,42.081001,1
238.608002,85.845001,4
215.959,121.738998,4
88.910004,75.035004,0
55.02,98.775002,0
455.427002,47.997002,3
502.307007,87.681999,3
199.097,77.605003,4
719.013,109.738998,5
608.138977,131.173996,-1
321.855011,113.848,2
44.431,115.691002,-1
490.402008,80.307999,3
322.350006,65.544998,2
118.625999,116.647003,0
251.115005,40.046001,4
434.205994,125.711998,-1
453.32901,78.334,3
746.468018,74.222,5
147.078995,115.809998,-1
349.657013,119.074997,2
302.10199,147.591003,-1
496.903015,46.167,3
614.900024,117.875999,1
657.495972,64.501999,1
110.531998,96.348999,0
378.364014,92.113998,2
602.546997,75.367996,-1
632.309998,84.849998,1
516.744019,77.305,3
188.744995,93.454002,4
636.822998,48.835999,1
629.778015,112.917,1
462.671997,105.670998,3
511.330994,93.209,3
574.663025,79.385002,1
383.520996,57.668999,2
283.481995,101.497002,-1
72.578003,123.296997,0
504.261993,100.850998,3
70.746002,44.847,0
477.634003,78.886002,3
94.559998,127.821999,0
110.285004,42.582001,0
594.096985,45.705002,1
471.11499,83.774002,3
579.575012,102.103996,1
628.914001,75.033997,1
124.621002,107.408997,0
374.63501,38.266998,2
217.763,85.509003,4
236.085007,82.991997,4
722.924011,62.640999,5
565.052979,76.622002,-1
587.325989,49.195999,1
58.962002,96.345001,0
484.980988,33.52,3
600.620972,125.098,1
714.580017,118.022003,5
80.141998,33.77,0
723.091003,35.977001,5
607.606995,41.668999,1
52.320999,52.715,0
373.691986,49.374001,2
715.38501,123.992996,5
482.734985,85.832001,3
373.075012,51.812,2
74.272003,40.126999,0
594.692993,63.860001,1
590.846985,69.274002,1
340.673004,44.188,2
518.547974,101.764,3
352.028015,38.962002,2
127.146004,110.820999,0
617.15802,39.564999,1
458.807007,105.427002,3
359.612,40.360001,2
648.659973,47.237999,1
502.56601,46.798,3
454.217987,105.806999,3
508.088013,116.495003,3
657.398987,104.573997,1
631.976013,33.683998,1
82.982002,65.181999,-1
190.996994,100.835999,4
399.477997,80.829002,2
715.263977,59.669998,5
68.992996,41.724998,0
99.807999,39.141998,0
737.036987,73.225998,5
117.718002,85.342003,0
226.822006,37.903,4
562.882996,76.939003,-1
261.825012,117.924004,4
375.891998,61.019001,2
103.977997,99.565002,-1
585.307007,104.587997,1
446.94101,94.386002,3
632.310974,123.223999,1
453.459015,124.425003,3
591.888,39.032001,1
230.75,78.650002,4
330.52301,34.320999,2
717.791016,72.068001,5
647.60498,93.940002,1
53.089001,76.605003,0
225.591995,42.390999,4
778.695007,124.470001,5
379.261993,88.095001,2
657.922974,103.595001,1
211.589005,115.297997,4
196.983002,52.758999,4
757.940979,114.609001,5
771.677979,39.484001,5
505.559998,109.914001,3
760.958984,111.846001,5
636.276978,109.405998,1
402.623993,76.910004,2
67.650002,96.064003,0
496.134003,82.702003,3
194.766006,22.417999,-1
515.169006,75.349998,3
61.528999,76.902,0
431.587006,77.819,-1
331.618988,107.387001,2
750.400024,121.508003,5
115.374001,58.403,0
193.738007,110.126999,4
620.833008,37.905998,1
370.953003,116.053001,2
723.328979,87.245003,5
67.0,130.483994,-1
290.220001,76.492996,-1
752.01001,123.411003,5
607.728027,110.402,1
81.225998,128.628998,0
605.914001,77.043999,-1
366.194,37.173,2
210.070007,85.547997,4
617.458008,39.504002,1
492.257996,37.300999,3
58.765999,45.608002,0
730.297974,51.612,5
107.386002,84.526001,0
621.695007,90.092003,1
775.448975,117.639,5
348.665009,34.284,2
84.305,119.653999,0
731.643982,74.338997,5
356.899994,125.509003,2
392.701996,95.237999,2
736.111023,111.742996,5
585.48999,153.386993,-1
474.352997,48.98,3
690.400024,12.706,-1
226.703995,112.606003,4
52.358002,85.275002,0
360.231995,113.142998,2
776.388,81.813004,5
638.775024,58.264,1
635.723022,121.239998,1
487.322998,44.702999,3
520.250977,116.444,3
186.384003,122.606003,4
92.865997,115.220001,0
127.524002,114.987999,0
504.636993,74.035004,3
324.864014,100.156998,2
275.432007,62.660999,-1
716.208984,36.890999,5
658.942017,89.302002,1
73.527,107.848,0
587.070984,54.419998,1
160.617004,33.687,-1
247.115997,77.392998,4
375.763,61.162998,2
349.947998,75.222,-1
760.780029,49.737999,5
254.727005,34.561001,4
385.921997,91.736,2
120.914001,48.553001,0
716.460022,67.988998,5
313.312012,89.991997,2
99.835999,111.839996,0
45.966999,75.495003,0
771.91803,125.748001,5
652.929016,75.152,1
126.579002,54.200001,0
578.164978,55.646,1
466.490997,76.535004,3
219.811996,81.246002,4
51.901001,129.061996,-1
760.203003,110.07,5
310.872009,51.444,2
597.422974,111.529999,1
187.380997,63.266998,4
480.033997,50.842999,3
87.691002,127.788002,0
482.487,74.660004,3
591.072998,80.839996,1
453.0,55.894001,3
186.498993,83.205002,4
446.617004,59.346001,3
307.355011,85.875,2
461.549011,57.303001,3
94.055,124.463997,0
203.990005,84.905998,4
666.234009,77.767998,-1
210.414001,43.785,4
101.857002,111.510002,0
594.35498,113.224998,1
765.491028,127.815002,5
500.203003,114.540001,3
784.140991,121.405998,5
190.565994,33.932999,4
447.73999,78.883003,3
191.725006,80.222,4
213.106995,99.636002,-1
758.840027,155.735992,-1
374.403015,45.111,2
90.801003,44.462002,0
368.591003,103.704002,2
98.013,83.653,0
101.156998,37.469002,0
315.449005,104.575996,2
502.303986,110.772003,3
562.302979,150.018005,-1
705.14502,76.667999,-1
364.774994,100.550003,-1
610.427979,124.375999,1
512.057983,97.889,3
108.263,118.713997,0
626.278015,77.695,1
443.614014,19.959,-1
514.213989,50.640999,3
196.563004,120.260002,4
326.441986,55.647999,2
376.013,73.081001,2
590.890991,83.945,1
201.514008,112.491997,4
475.888,40.306999,3
394.985992,33.742001,-1
477.382996,75.670998,3
766.357971,109.095001,5
447.920013,75.249001,3
147.552994,14.651,-1
447.490997,125.247002,3
126.719002,61.296001,0
234.686005,101.702003,-1
723.314026,105.872002,5
510.557007,65.468002,3
243.421997,36.478001,4
323.790985,42.522999,2
788.010986,144.115997,-1
333.335999,48.932999,2
485.140015,129.085999,-1
211.873993,74.392998,4
469.914001,86.57,3
652.184998,92.678001,1
490.072998,43.262001,3
679.107971,136.326996,-1
103.217003,84.511002,0
326.053986,101.658997,2
715.161987,41.625,5
355.335999,78.824997,-1
528.828979,106.746002,-1
65.156998,103.505997,0
649.179993,122.678001,1
500.197998,84.016998,3
334.226013,38.354,2
252.632996,124.533997,4
58.471001,70.245003,0
519.390015,52.062,3
317.549988,46.595001,2
126.072998,88.698997,0
649.450989,42.116001,-1
579.245972,85.838997,1
214.740005,115.403,4
160.960999,147.722,-1
54.808998,80.825996,0
636.127014,113.041,1
226.511993,33.240002,4
780.914978,43.452999,5
574.367981,64.304001,1
332.252991,111.678001,2
496.161987,47.023998,3
224.091995,83.587997,4
242.925003,85.598999,4
739.59198,42.147999,5
504.071991,58.895,3
44.099998,57.952,-1
356.085999,45.153,2
590.002991,67.082001,1
373.480011,108.517998,2
374.94101,59.912998,2
240.397995,109.890999,4
396.85199,126.170998,-1
349.174011,121.692001,2
119.644997,109.264,0
490.283997,75.268997,3
457.281006,109.375999,3
201.466995,87.846001,4
78.140999,77.463997,-1
233.841003,80.036003,4
752.112976,41.764,5
273.812012,24.108999,-1
654.445007,98.170998,1
721.062988,115.459999,5
756.281006,82.769997,5
388.265991,76.883003,2
225.904999,113.608002,4
507.377991,65.653,3
714.58197,35.245998,5
743.356018,122.114998,5
650.458984,110.924004,1
28.857,146.656998,-1
780.284973,47.220001,5
215.479996,85.175003,4
376.391998,52.015999,2
643.828003,111.026001,1
83.903999,111.338997,0
417.428009,77.402,-1
316.540009,105.094002,2
723.836975,116.105003,5
583.179016,55.747002,1
454.289001,102.470001,3
342.315002,124.851997,2
594.307007,43.638,1
96.403,84.445999,0
627.14502,43.939999,1
243.309006,34.174999,4
355.839996,54.175999,-1
191.363007,122.206001,4
774.448975,39.112,5
586.098999,53.179001,1
187.192993,39.595001,4
224.169998,72.139,4
539.059998,76.025002,-1
733.437012,110.304001,5
719.463989,113.117996,5
330.027008,53.470001,2
389.937988,98.765999,2
591.327026,92.885002,1
433.212006,77.275002,-1
650.85498,82.345001,1
62.564999,103.651001,0
381.958008,51.276001,2
504.678986,111.862999,3
773.580994,72.133003,5
435.638,15.988,-1
486.605988,75.350998,3
199.014008,110.939003,4
362.053986,32.076,2
620.158997,39.491001,1
115.003998,88.089996,0
735.388977,74.065002,5
644.713013,49.210999,1
757.275024,116.084999,5
80.459,116.609001,0
605.713013,38.564999,1
776.187012,74.286003,5
330.187012,117.676003,2
496.240997,37.423,3
319.216003,81.547997,2
760.817993,75.231003,5
711.625,130.332993,-1
187.264008,63.675999,4
581.416992,154.636993,-1
463.743988,41.696999,3
448.238007,84.361,3
320.042999,101.036003,2
201.973999,48.603001,4
641.440002,51.875999,1
772.161011,70.676003,5
512.078003,70.528,3
531.869019,45.033001,-1
221.921005,40.229,4
741.952026,70.084,5
775.11499,125.052002,5
158.169998,76.139,-1
743.903992,47.422001,5
595.453979,105.969002,1
66.273003,93.420998,0
498.803986,149.440994,-1
681.528015,49.189999,-1
197.367996,105.563004,4
197.238007,63.493999,4
451.056,72.209,3
697.708008,75.959,-1
203.339005,92.414001,4
449.941986,41.127998,3
497.274994,76.487,3
196.438004,107.274002,4
762.843994,74.624001,5
350.598999,31.518,2
754.866028,115.449997,5
595.987,43.868,1
575.463013,96.907997,1
735.328979,42.844002,5
372.984009,38.139,2
76.762001,43.061001,0
775.213989,120.621002,5
62.887001,58.693001,0
509.480011,39.991001,3
336.325989,113.081001,2
479.884003,81.425003,3
197.151001,106.406998,4
479.903992,79.682999,3
358.15799,127.974998,2
722.064026,35.476002,5
627.562012,82.583,1
225.270996,75.733002,4
497.477997,87.07,3
220.938004,35.158001,4
582.343018,111.091003,1
191.542007,123.776001,4
376.679993,100.573997,2
619.854004,31.249001,1
118.622002,61.138,0
459.567993,58.834,3
101.376999,87.692001,0
202.311996,49.901001,4
619.710022,118.116997,1
99.637001,112.811996,0
512.047974,48.723999,3
750.530029,80.384003,5
125.375999,90.762001,0
203.028,35.515999,4
637.197998,41.467999,1
376.937988,113.573997,2
454.079987,40.894001,3
194.128006,79.526001,4
337.460999,42.577999,2
382.84201,106.605003,2
637.323975,52.737,1
580.773987,81.622002,1
594.062012,103.653,1
369.653015,42.563,2
762.104004,38.729,5
66.014999,51.771,0
514.049011,74.235001,3
449.19101,69.359001,3
760.661011,82.920998,5
358.708008,117.079002,2
720.859009,40.240002,5
219.393997,99.153999,-1
75.311996,77.196999,-1
612.031982,127.694,1
130.113998,101.914001,0
74.825996,112.507004,0
227.149994,45.990002,4
300.451996,76.414001,-1
272.570007,75.207001,-1
507.35199,106.763,3
762.85498,124.941002,5
70.706001,49.449001,0
639.867981,79.643997,1
573.95697,84.091003,1
736.98999,111.830002,5
676.125977,84.600998,-1
326.286987,57.376999,2
448.45401,104.511002,3
335.64801,117.235001,2
356.821014,111.607002,2
561.22998,54.145,-1
246.649994,123.589996,4
384.463013,49.962002,2
107.369003,81.505997,0
203.727997,67.443001,4
53.705002,71.191002,0
238.459,121.878998,4
724.856018,74.088997,5
102.212997,32.703999,0
200.438995,104.318001,4
194.201004,112.705002,4
335.721008,113.535004,2
716.072998,78.373001,5
312.459015,64.450996,2
614.744019,45.862999,1
373.846985,38.808998,2
648.937988,111.154999,1
220.162994,124.084999,4
438.867004,154.761993,-1
724.633972,93.985001,5
585.838013,75.646004,1
375.713013,111.467003,2
346.451996,65.025002,-1
62.578999,111.286003,0
216.522995,82.762001,4
124.345001,114.968002,0
603.789001,75.541,-1
571.539978,136.632004,-1
717.835999,115.494003,5
635.676025,114.912003,1
730.874023,60.050999,5
520.166992,48.689999,3
624.232971,37.743999,1
766.320007,81.297997,5
441.700989,152.201996,-1
91.195999,116.452003,0
321.272003,45.112,2
353.778015,127.968002,2
339.997009,124.550003,2
98.339996,87.792,0
420.516998,49.626999,-1
623.781006,144.638,-1
617.119019,122.349998,1
453.0,57.630001,3
767.986023,48.062,5
88.695999,34.001999,0
81.397003,12.58,-1
641.294983,42.0,1
98.499001,36.203999,0
647.565979,42.134998,1
452.893005,93.269997,3
641.085999,41.751999,1
325.683014,45.542,2
345.450989,45.290001,2
338.31601,137.097,-1
441.96701,35.375999,-1
495.69101,46.787998,3
724.10498,65.486,5
364.256989,120.820999,2
469.105011,75.690002,3
638.802002,100.772003,1
125.197998,79.394997,0
501.341003,120.389999,3
123.200996,100.274002,0
450.791992,128.694,-1
740.497986,114.084,5
308.949005,30.643999,-1
628.872986,41.325001,1
613.270996,49.174,-1
590.315979,65.029999,1
719.169983,51.691002,5
334.432007,79.984001,-1
721.025024,40.405998,5
437.522003,76.330002,-1
248.067001,37.634998,4
210.595001,118.853996,4
247.634003,70.367996,4
119.492996,96.528999,0
123.740997,116.638,0
203.014008,102.693001,4
586.236023,107.764,1
450.803986,123.352997,3
481.346008,45.66,3
373.518005,63.127998,2
56.036999,66.858002,0
638.176025,109.567001,1
240.322006,84.948997,4
527.395996,80.974998,-1
389.867004,104.735001,2
467.097992,57.330002,3
553.664978,20.424,-1
245.169998,43.908001,4
112.462997,86.977997,0
85.596001,32.209999,0
209.389999,101.005997,-1
731.119019,97.783997,5
105.759003,119.127998,0
50.696999,87.945,0
739.142029,120.461998,5
306.161987,97.983002,2
460.846008,55.442001,3
740.044983,69.829002,5
474.95401,106.300003,-1
549.10199,108.509003,-1
53.491001,54.923,0
410.438995,105.333,-1
620.026001,84.866997,1
349.087006,42.005001,2
352.993988,43.034,2
782.552979,49.512001,5
202.671997,35.785999,4
340.601013,124.103996,2
448.876007,97.796997,3
96.75,88.487999,0
226.371994,73.412003,4
394.046997,78.906998,2
194.667007,84.668999,4
705.460022,75.835999,-1
739.432983,40.403,5
114.514,92.893997,0
726.593994,67.297997,5
80.656998,76.750999,-1
598.551025,103.480003,1
192.177994,70.442001,4
633.757996,81.396004,1
289.48999,57.261002,-1
523.27301,118.161003,3
752.650024,69.346001,5
362.414001,114.573997,2
360.686005,35.768002,2
102.301003,136.298004,-1
130.139008,106.744003,0
306.914001,78.07,2
327.606995,105.597,2
121.353996,96.963997,0
620.012024,115.204002,1
57.761002,98.509003,0
758.953003,124.849998,5
462.519989,90.251999,3
195.255997,52.173,4
66.957001,53.502998,0
654.989014,49.160999,1
726.028992,40.209999,5
482.829987,88.175003,3
485.662994,39.695999,3
611.659973,122.870003,1
496.498993,84.668999,3
357.287994,120.848,2
280.483002,76.718002,-1
84.278,118.361,0
233.311996,112.767998,4
631.10199,109.384003,1
359.43399,41.873001,2
627.939026,38.971001,1
200.619003,117.315002,4
718.031006,43.464001,5
115.314003,94.042999,0
526.585999,75.287003,-1
740.973999,82.912003,5
97.091003,37.665001,0
646.788025,108.571999,1
123.128998,104.942001,0
449.980988,93.214996,3
474.95401,41.175999,3
642.648987,57.535,1
733.216003,35.389999,5
728.447021,44.054001,5
478.692993,87.221001,3
577.015991,57.507,1
487.897003,155.216995,-1
508.833008,92.168999,3
492.958008,30.027,-1
274.609009,141.171005,-1
188.684006,37.162998,4
571.83197,77.174004,1
332.502014,108.344002,2
198.552002,74.721001,4
117.449997,94.412003,0
237.899994,119.045998,4
118.129997,107.004997,0
732.140015,67.545998,5
201.608002,112.155998,4
240.774002,47.801998,4
127.128998,61.073002,0
154.376007,153.319,-1
457.640015,106.836998,3
626.51001,32.813999,1
58.446999,52.173,0
51.493999,53.226002,0
458.589996,79.898003,3
333.313995,113.656998,2
